probe_index	participant_id	ses	nBack	stimStart	stimEnd	Deliberate	Detailed	Emotion	Evolving	Focus	Future	Habit	Images	Other	Past	Self	Vivid	Words
3	sub-CONADIE027	baseline	0	285.951866	318.122159	4	3	3	2	4	2	2	2	1	2	2	2	4
4	sub-CONADIE027	baseline	0	330.187954	365.34443	4	3	2	2	3	2	3	3	1	2	1	2	3
5	sub-CONADIE027	baseline	0	401.080061	434.484716	4	3	3	2	4	2	2	2	1	2	1	2	4
0	sub-CONADIE028	baseline	0	55.358982	112.77004799999999	4	4	4	4	4	1	3	4	1	1	4	4	3
1	sub-CONADIE028	baseline	0	140.962892	182.043544	4	4	4	4	4	1	4	4	1	1	3	4	2
2	sub-CONADIE028	baseline	0	213.573356	254.36909799999998	3	2	4	3	4	1	2	4	1	1	2	3	1
3	sub-CONADIE028	baseline	1	296.676091	334.835093	4	4	4	2	4	1	3	2	1	3	1	2	4
4	sub-CONADIE028	baseline	1	356.857053	395.08518300000003	4	2	4	3	4	1	2	1	1	1	2	2	4
5	sub-CONADIE028	baseline	1	438.90832	471.981735	4	4	4	4	4	4	4	1	1	1	3	3	4
0	sub-CONADIE029	baseline	0	30.854715	91.735672	3	1	3	1	3	1	1	1	1	1	3	1	1
1	sub-CONADIE029	baseline	0	138.369233	184.628867	3	3	3	2	4	1	4	1	1	1	3	1	3
2	sub-CONADIE029	baseline	0	209.187649	258.75764	3	3	3	3	4	1	3	1	2	1	3	1	3
3	sub-CONADIE029	baseline	1	282.300202	326.112976	3	4	3	1	4	1	3	1	2	1	3	1	3
4	sub-CONADIE029	baseline	1	392.589411	438.42341600000003	4	4	3	1	3	1	3	1	2	1	3	1	4
5	sub-CONADIE029	baseline	1	451.37363	497.656004	4	4	3	1	4	1	3	1	1	1	2	1	4
0	sub-CONADIE030	baseline	1	99.224239	151.212539	3	3	3	3	3	1	1	3	1	3	1	2	4
1	sub-CONADIE030	baseline	1	163.413246	201.054634	3	2	3	2	2	2	2	2	1	1	1	2	2
2	sub-CONADIE030	baseline	0	240.774119	273.09734100000003	2	2	3	2	2	3	1	3	2	2	2	2	2
3	sub-CONADIE030	baseline	0	285.414636	314.414929	1	2	2	1	2	3	1	2	1	2	1	2	1
4	sub-CONADIE030	baseline	0	360.999784	387.926971	1	3	3	2	2	3	2	3	1	3	3	1	2
5	sub-CONADIE030	baseline	0	416.088125	440.23723199999995	2	2	2	2	2	3	2	2	1	3	3	2	2
0	sub-CONADIE032	baseline	1	25.162577	79.45235	1	1	4	2	3	1	1	1	1	1	1	1	1
1	sub-CONADIE032	baseline	1	91.80834	140.018262	1	1	3	1	4	1	1	1	1	1	1	1	1
2	sub-CONADIE032	baseline	1	156.502027	196.715599	1	1	3	1	4	1	1	1	1	1	1	1	1
3	sub-CONADIE032	baseline	1	241.423006	277.64838100000003	1	1	4	1	4	1	1	1	1	1	1	1	1
4	sub-CONADIE032	baseline	0	301.688368	339.70023499999996	1	1	3	1	4	1	1	1	1	1	1	1	1
5	sub-CONADIE032	baseline	0	384.840051	417.23029	1	1	3	1	4	1	1	1	1	1	1	1	1
0	sub-CONADIE033	baseline	1	28.802805	83.178286	1	1	3	1	3	3	4	1	3	3	2	1	1
1	sub-CONADIE033	baseline	1	126.768733	159.040692	1	1	1	1	3	2	1	3	1	1	1	1	1
2	sub-CONADIE033	baseline	0	216.792544	253.068561	4	4	3	1	4	1	1	3	1	1	1	2	4
3	sub-CONADIE033	baseline	0	284.698323	319.323865	2	2	2	1	2	2	3	2	2	3	3	2	3
4	sub-CONADIE033	baseline	0	381.861424	409.446477	3	2	3	1	3	3	1	2	3	1	3	1	2
5	sub-CONADIE033	baseline	0	417.706596	443.758683	2	1	2	1	2	1	1	1	1	1	3	1	1
0	sub-CONADIE034	baseline	1	16.43537	71.612665	4	2	3	4	4	1	1	1	1	1	2	2	3
1	sub-CONADIE034	baseline	1	104.348354	147.608273	4	2	3	4	3	1	4	1	1	1	2	1	4
2	sub-CONADIE034	baseline	1	159.809112	202.070657	4	4	3	4	4	1	2	2	1	2	1	1	4
3	sub-CONADIE034	baseline	0	286.678971	330.427197	3	1	3	4	3	2	3	2	2	1	1	2	1
4	sub-CONADIE034	baseline	0	343.833397	388.541987	2	2	3	3	4	2	3	3	2	1	1	1	1
5	sub-CONADIE034	baseline	0	457.010821	498.36659699999996	3	4	3	4	2	3	3	2	2	1	3	1	1
0	sub-CONADIE035	baseline	1	12.438032	84.846946	2	3	4	1	4	3	3	3	1	3	4	2	4
1	sub-CONADIE035	baseline	1	132.494842	185.364235	2	4	4	2	4	4	4	4	1	4	4	3	3
2	sub-CONADIE035	baseline	1	234.436871	285.263742	1	4	4	4	4	4	4	3	1	4	4	2	2
3	sub-CONADIE035	baseline	0	337.213207	382.961628	1	3	4	3	4	4	3	3	1	3	4	4	3
4	sub-CONADIE035	baseline	0	418.064687	472.802997	1	4	4	3	3	3	3	3	1	3	3	3	3
5	sub-CONADIE035	baseline	0	488.255862	528.415847	4	4	3	3	4	3	3	3	1	3	3	2	3
0	sub-CONADIE036	baseline	0	43.984062	103.129518	4	3	4	4	3	1	1	4	1	1	4	2	1
1	sub-CONADIE036	baseline	0	118.811982	156.572823	4	4	4	4	4	1	4	4	1	1	4	4	1
2	sub-CONADIE036	baseline	0	181.133802	210.58445	4	4	4	4	4	1	4	4	1	4	4	4	1
3	sub-CONADIE036	baseline	1	268.436206	302.61016	4	4	4	4	4	1	4	4	1	4	4	4	3
4	sub-CONADIE036	baseline	1	315.633559	347.096651	4	4	4	4	4	1	4	1	1	4	4	4	4
5	sub-CONADIE036	baseline	1	433.628354	467.128722	4	4	4	4	4	1	4	1	1	4	4	4	4
0	sub-CONADIE037	baseline	0	15.671802	78.40384	1	4	3	3	1	3	2	1	3	3	2	1	3
1	sub-CONADIE037	baseline	0	120.260206	147.82880300000002	1	2	4	3	4	2	1	2	1	4	3	1	3
2	sub-CONADIE037	baseline	0	160.377161	188.14567399999999	1	1	3	3	1	2	2	2	2	2	1	2	2
3	sub-CONADIE037	baseline	1	259.691821	301.473275	4	4	4	4	4	1	4	4	1	4	1	1	4
4	sub-CONADIE037	baseline	1	317.755805	346.410678	4	4	4	4	4	4	4	4	1	4	1	1	4
5	sub-CONADIE037	baseline	1	416.873058	448.37867	4	4	4	4	3	4	4	4	1	4	1	1	4
0	sub-CONADIE038	baseline	1	8.26589	68.527571	4	1	1	1	4	1	1	1	1	1	1	1	1
1	sub-CONADIE038	baseline	1	80.608767	130.662451	4	4	4	3	4	2	1	4	1	1	1	4	4
2	sub-CONADIE038	baseline	1	163.091791	207.075106	4	3	4	4	4	3	1	4	1	2	1	4	4
3	sub-CONADIE038	baseline	1	251.738522	294.596452	3	2	4	4	3	2	1	3	1	2	2	3	4
4	sub-CONADIE038	baseline	0	353.219727	397.748522	3	3	4	4	4	3	2	4	1	2	1	3	3
5	sub-CONADIE038	baseline	0	443.406404	487.171398	3	2	3	2	3	1	2	3	1	2	2	1	3
0	sub-CONADIE040	baseline	0	29.371746	82.196706	1	3	4	4	4	2	1	4	1	1	3	2	1
1	sub-CONADIE040	baseline	0	150.040385	189.002214	4	4	3	4	4	3	1	4	1	1	3	3	1
2	sub-CONADIE040	baseline	1	215.495565	247.95029799999998	3	4	3	4	4	3	1	4	1	1	3	3	1
3	sub-CONADIE040	baseline	1	263.757201	298.226494	3	3	3	4	4	2	1	4	1	1	2	2	1
4	sub-CONADIE040	baseline	1	330.272611	365.365197	3	3	3	4	4	2	1	4	1	1	2	2	1
5	sub-CONADIE040	baseline	1	389.056269	415.87390899999997	3	4	3	4	4	3	1	4	1	1	1	2	1
0	sub-CONADIE041	baseline	0	56.620627	103.322701	4	4	4	4	4	1	1	4	1	1	1	4	1
1	sub-CONADIE041	baseline	0	134.150034	165.00571399999998	4	4	4	4	4	1	1	4	1	1	1	4	1
2	sub-CONADIE041	baseline	0	181.08928	216.86504	4	4	4	2	4	1	1	4	3	1	1	4	1
3	sub-CONADIE041	baseline	1	244.85781	270.34201	4	4	4	4	4	1	1	4	1	1	1	4	1
4	sub-CONADIE041	baseline	1	318.437346	343.46953399999995	4	4	4	4	4	4	1	4	1	1	1	4	1
5	sub-CONADIE041	baseline	1	400.653878	428.47301	4	4	4	4	4	1	1	4	1	1	2	4	3
0	sub-CONADIE042	baseline	0	69.300468	119.919334	1	3	4	3	4	1	1	4	1	4	4	4	1
1	sub-CONADIE042	baseline	0	151.448864	191.511323	1	4	4	2	4	1	1	4	1	1	4	4	1
2	sub-CONADIE042	baseline	1	231.631094	271.728261	1	4	4	1	4	2	3	4	1	3	4	4	1
3	sub-CONADIE042	baseline	1	331.69717	364.62166	1	3	4	2	3	3	4	4	1	2	4	3	1
4	sub-CONADIE042	baseline	1	392.733248	424.2043	4	4	4	4	4	3	3	4	1	3	4	4	1
5	sub-CONADIE042	baseline	1	436.053786	467.723576	4	4	4	2	4	3	3	4	1	3	4	4	1
0	sub-CONADIE043	baseline	0	16.02554	72.102359	4	4	4	4	4	1	1	4	1	4	4	1	4
1	sub-CONADIE043	baseline	0	81.086213	121.77675699999999	4	4	4	4	2	1	1	4	1	1	4	2	4
2	sub-CONADIE043	baseline	0	192.588565	236.23823299999998	4	4	4	4	4	1	3	4	1	1	4	3	4
3	sub-CONADIE043	baseline	1	272.605789	303.943673	4	4	4	4	4	2	4	4	1	4	4	3	4
4	sub-CONADIE043	baseline	1	380.717456	411.582654	4	4	4	4	4	3	4	4	1	4	4	3	4
5	sub-CONADIE043	baseline	1	427.416604	451.816235	4	4	4	4	3	3	4	4	1	4	4	3	4
0	sub-CONADIE044	baseline	1	11.691931	65.964771	2	3	3	2	3	4	2	2	1	2	3	2	4
1	sub-CONADIE044	baseline	1	144.850162	178.19021099999998	3	2	3	2	3	2	3	1	1	1	2	3	1
2	sub-CONADIE044	baseline	0	255.295892	288.497584	2	3	3	2	2	2	3	1	1	1	3	2	4
3	sub-CONADIE044	baseline	0	303.781252	333.367887	4	2	3	3	2	2	4	1	2	2	4	3	4
4	sub-CONADIE044	baseline	0	361.295045	389.614163	3	3	3	4	2	3	4	2	1	2	3	1	4
5	sub-CONADIE044	baseline	0	416.723294	444.40862	3	4	3	3	2	3	3	2	2	3	4	4	3
0	sub-CONADIE045	baseline	0	8.387711	61.246688999999996	4	2	3	2	3	1	1	1	1	1	2	1	3
1	sub-CONADIE045	baseline	0	74.66284	114.00574	4	4	3	3	4	1	1	1	1	1	3	2	4
2	sub-CONADIE045	baseline	1	243.754638	288.41606299999995	4	3	3	2	3	1	1	3	1	3	3	2	2
3	sub-CONADIE045	baseline	1	305.158284	336.739534	4	4	2	3	4	3	1	3	1	3	1	3	3
4	sub-CONADIE045	baseline	1	348.503716	382.843914	4	3	2	3	4	3	2	2	1	3	1	2	2
5	sub-CONADIE045	baseline	1	410.670168	440.023807	4	3	2	3	4	2	2	2	1	3	1	2	3
0	sub-CONADIE046	baseline	1	69.483435	128.110541	4	4	4	4	4	4	2	4	1	4	4	4	2
1	sub-CONADIE046	baseline	1	178.690742	217.98430199999999	1	4	4	3	4	4	1	4	1	2	4	4	4
2	sub-CONADIE046	baseline	0	257.225392	294.763896	1	4	4	4	4	2	2	4	4	1	4	4	4
3	sub-CONADIE046	baseline	0	327.78293	365.955619	3	4	4	4	4	4	4	4	3	1	4	4	4
4	sub-CONADIE046	baseline	0	412.422082	449.324075	1	4	4	4	4	1	1	4	1	1	4	4	4
5	sub-CONADIE046	baseline	0	460.569892	491.17625000000004	4	4	4	4	4	4	1	4	1	4	4	4	4
0	sub-CONADIE047	baseline	1	57.293855	104.42971	4	2	3	2	4	1	2	2	1	1	1	3	1
1	sub-CONADIE047	baseline	1	129.9222	169.483442	3	2	2	1	4	1	1	1	1	1	1	1	3
2	sub-CONADIE047	baseline	1	186.367298	219.724361	3	2	3	1	4	1	2	2	1	1	1	1	3
3	sub-CONADIE047	baseline	0	249.535825	284.345055	2	2	2	1	2	2	1	1	1	2	2	1	3
4	sub-CONADIE047	baseline	0	331.08794	367.33045699999997	3	3	2	2	2	3	2	1	2	1	2	1	3
5	sub-CONADIE047	baseline	0	380.831095	417.705491	1	3	3	1	1	3	1	1	3	1	1	2	3
0	sub-CONADIE048	baseline	1	16.610933	77.787753	4	3	3	4	4	4	2	1	1	4	1	3	4
1	sub-CONADIE048	baseline	1	100.062298	146.010406	4	3	3	3	3	2	1	1	2	3	2	2	4
2	sub-CONADIE048	baseline	1	154.824341	197.953633	2	2	3	3	2	2	2	2	3	2	2	1	3
3	sub-CONADIE048	baseline	1	221.505263	264.358193	3	3	3	3	2	2	1	1	2	3	1	1	4
4	sub-CONADIE048	baseline	1	277.443465	318.185748	1	2	3	3	2	2	1	1	2	3	3	2	4
5	sub-CONADIE048	baseline	0	379.569937	418.218003	1	1	3	3	2	2	2	1	2	2	3	2	1
0	sub-CONADIE050	baseline	1	19.958098	65.15899999999999	3	1	3	2	3	4	4	3	1	1	4	2	3
1	sub-CONADIE050	baseline	1	81.843361	120.40518300000001	3	3	3	2	4	1	1	4	1	1	1	3	4
2	sub-CONADIE050	baseline	1	184.596874	216.834934	2	1	3	1	4	1	1	2	1	1	1	2	3
3	sub-CONADIE050	baseline	0	330.483398	369.41119	3	2	2	1	3	1	1	2	3	1	2	1	3
4	sub-CONADIE050	baseline	0	378.778545	414.081534	1	1	3	2	3	1	1	3	4	3	2	1	3
5	sub-CONADIE050	baseline	0	429.817362	461.753507	3	1	3	1	2	1	3	2	3	2	3	2	3
0	sub-CONADIE051	baseline	1	57.902623	111.97733000000001	1	1	2	1	2	1	1	2	1	1	2	1	2
1	sub-CONADIE051	baseline	1	128.116395	169.141501	1	2	3	2	4	2	1	1	1	1	1	1	2
2	sub-CONADIE051	baseline	1	198.107373	237.831324	3	3	3	3	3	2	2	2	1	2	2	3	3
3	sub-CONADIE051	baseline	0	258.19109	295.795585	2	2	2	2	3	2	1	2	1	2	2	2	2
4	sub-CONADIE051	baseline	0	358.066959	390.77302399999996	3	3	3	2	3	3	2	2	2	2	3	2	2
5	sub-CONADIE051	baseline	0	440.76998	478.662556	1	3	3	2	1	3	2	2	3	2	3	3	2
0	sub-CONADIE052	baseline	0	61.59603	169.615218	4	4	4	1	4	1	1	4	1	1	4	1	1
1	sub-CONADIE052	baseline	1	248.266867	308.695609	4	4	4	1	4	1	4	4	1	1	4	4	1
2	sub-CONADIE052	baseline	1	324.495941	371.364404	4	4	4	1	4	1	1	4	1	1	4	4	1
3	sub-CONADIE052	baseline	1	426.912736	467.19424999999995	4	4	4	1	4	1	1	4	1	1	4	4	1
4	sub-CONADIE052	baseline	1	479.15914	513.914858	4	4	4	1	4	1	1	4	1	1	4	4	1
5	sub-CONADIE052	baseline	1	529.654574	562.87171	4	4	4	1	4	1	1	4	1	1	4	4	1
0	sub-CONADIE060	baseline	1	32.240973	128.083425	2	4	3	2	4	2	2	2	1	1	3	2	4
1	sub-CONADIE060	baseline	1	155.242978	259.89203	3	3	3	3	4	3	2	2	1	1	2	3	4
2	sub-CONADIE060	baseline	1	272.592592	337.289278	2	3	3	3	3	1	1	3	1	2	1	3	3
3	sub-CONADIE060	baseline	0	433.359383	478.72262600000005	2	3	3	3	3	1	2	3	1	1	1	3	3
4	sub-CONADIE060	baseline	0	487.189331	542.6421310000001	2	3	2	3	2	2	2	2	2	2	2	3	3
5	sub-CONADIE060	baseline	0	600.529666	642.907666	2	3	2	3	2	1	2	2	1	2	2	3	3
0	sub-CONADIE063	baseline	0	12.072245	61.390011	2	1	1	1	1	2	1	2	1	1	1	1	1
1	sub-CONADIE063	baseline	0	149.732866	184.190202	4	3	3	2	3	1	1	3	1	1	1	3	1
2	sub-CONADIE063	baseline	1	215.361361	249.627746	4	2	1	1	2	1	2	3	1	1	1	1	1
3	sub-CONADIE063	baseline	1	258.755025	289.29371199999997	3	1	2	1	2	1	1	3	1	1	1	1	1
4	sub-CONADIE063	baseline	1	330.450265	360.435507	4	4	4	1	4	1	4	4	1	1	4	4	1
5	sub-CONADIE063	baseline	1	376.836166	406.12316599999997	4	4	4	3	4	1	4	4	1	1	1	3	1
0	sub-CONADIE064	baseline	1	28.220702	78.291039	1	2	3	1	4	1	2	2	1	1	2	1	4
1	sub-CONADIE064	baseline	1	160.978914	206.963774	3	2	4	1	2	3	3	4	4	4	4	3	3
2	sub-CONADIE064	baseline	0	237.425389	273.735343	1	1	4	1	3	3	4	3	4	3	3	2	2
3	sub-CONADIE064	baseline	0	301.537106	335.70255799999995	1	1	3	1	2	1	4	4	4	4	2	2	1
4	sub-CONADIE064	baseline	0	381.661135	417.219203	1	1	2	1	3	3	4	4	4	4	3	2	3
5	sub-CONADIE064	baseline	0	442.496846	473.882978	1	1	3	1	3	1	2	1	1	1	1	1	4
0	sub-CONADIE065	baseline	1	13.027822	46.883074	2	2	3	3	1	2	2	1	1	2	4	2	3
1	sub-CONADIE065	baseline	1	86.004783	121.578987	1	4	4	1	4	4	2	1	1	1	1	4	4
2	sub-CONADIE065	baseline	1	134.434902	166.716548	2	3	4	3	4	1	4	1	1	1	4	2	4
3	sub-CONADIE065	baseline	0	310.213555	345.34862699999996	3	3	4	1	3	2	2	3	4	3	4	3	4
4	sub-CONADIE065	baseline	0	357.154102	381.078375	1	3	2	2	1	2	2	3	3	2	4	2	3
5	sub-CONADIE065	baseline	0	396.911119	412.371182	3	3	2	2	2	3	2	2	3	2	3	3	4
0	sub-CONADIE066	baseline	1	15.011597	116.591131	4	2	3	1	3	1	3	2	1	2	1	1	4
1	sub-CONADIE066	baseline	1	173.174276	226.566449	4	4	3	3	4	1	1	4	1	1	1	1	1
2	sub-CONADIE066	baseline	0	288.888555	335.54056599999996	4	4	4	4	4	1	3	1	1	1	1	1	4
3	sub-CONADIE066	baseline	0	345.051138	382.862787	4	4	4	1	4	1	3	2	1	1	1	1	4
4	sub-CONADIE066	baseline	0	447.237117	499.093584	1	4	2	3	1	4	3	1	1	2	4	3	1
5	sub-CONADIE066	baseline	0	508.153933	547.449973	1	1	4	1	3	4	3	1	1	1	1	2	4
0	sub-CONADIE067	baseline	0	11.936663	76.63547200000001	1	1	1	1	1	1	4	1	1	1	1	1	1
1	sub-CONADIE067	baseline	0	86.046881	111.881366	1	1	1	1	1	1	1	1	1	1	1	1	1
2	sub-CONADIE067	baseline	0	135.287323	162.640308	1	1	1	1	1	1	1	1	1	1	1	1	1
3	sub-CONADIE067	baseline	0	175.246424	215.133981	1	1	1	1	1	1	1	1	1	1	1	1	1
4	sub-CONADIE067	baseline	1	352.136059	400.438375	2	4	2	3	3	3	3	2	2	2	2	2	3
5	sub-CONADIE067	baseline	1	435.512493	476.585191	2	4	2	2	3	2	4	3	3	2	3	2	2
0	sub-CONADIE068	baseline	1	12.376751	117.441166	4	4	3	4	2	4	1	4	1	1	4	4	1
1	sub-CONADIE068	baseline	1	178.513462	236.455552	4	2	4	4	4	1	4	4	1	1	4	4	2
2	sub-CONADIE068	baseline	1	249.355612	305.612304	4	3	4	3	4	1	4	4	1	1	4	4	3
3	sub-CONADIE068	baseline	0	382.529485	442.14136099999996	4	4	3	3	2	1	4	2	1	1	4	4	4
4	sub-CONADIE068	baseline	0	490.617845	530.680816	4	4	4	2	3	4	3	2	1	1	4	4	3
5	sub-CONADIE068	baseline	0	559.013416	609.996012	2	4	4	4	4	4	4	3	2	2	4	4	2
0	sub-CONADIE069	baseline	1	16.56097	117.458297	1	2	3	1	4	2	1	3	2	1	3	2	3
1	sub-CONADIE069	baseline	0	277.293066	324.946551	1	2	3	2	4	2	2	3	3	2	3	3	2
2	sub-CONADIE069	baseline	0	336.546476	377.13982100000004	1	1	3	2	3	2	2	3	3	2	2	3	2
3	sub-CONADIE069	baseline	0	385.75015	427.41470300000003	1	1	3	1	4	2	2	2	2	1	2	2	2
4	sub-CONADIE069	baseline	0	456.225013	496.92226300000004	1	2	3	1	3	3	2	3	1	2	2	3	4
5	sub-CONADIE069	baseline	0	513.455305	545.9295430000001	1	1	3	1	3	4	2	3	3	1	3	2	2
